carat,x,y,z,price,volume,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.53,5.16,5.18,3.24,7.451,86.60131200000001,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,4.83,4.85,2.91,7.017,68.168205,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,6.43,6.47,3.88,8.643,161.416148,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.42,4.78,4.83,2.98,6.825,68.800452,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,4.76,4.72,2.96,6.967,66.502912,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.02,6.58,6.55,3.92,8.556,168.94807999999998,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.06,6.55,6.58,4.07,8.626,175.41293,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.15,6.7,6.78,4.16,8.355,188.97216,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,5.49,5.42,3.59,7.824,106.823322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.8,7.9,7.8,4.85,9.043,298.857,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.58,5.3,5.35,3.35,7.236,94.98925,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,4.51,4.54,2.81,6.468,57.535874,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.17,6.72,6.79,4.2,8.409,191.64096,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2,3.74,3.71,2.36,5.905,32.745944,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,4.76,4.79,2.94,7.073,67.033176,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,5.72,5.66,3.54,7.998,114.608208,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,4.5,4.47,2.66,6.528,53.5059,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.46,4.97,4.94,3.02,7.236,74.146436,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.78,5.91,5.94,3.65,8.226,128.13471,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.01,6.21,6.16,4.06,8.728,155.30961599999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.06,6.54,6.57,4.07,8.173,174.87894600000004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.2,6.9,6.81,4.19,8.382,196.88391000000001,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7,5.57,5.63,3.51,7.7,110.070441,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,4.4,4.42,2.69,6.509,52.31512,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.01,6.39,6.45,3.95,8.34,162.801225,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.0,6.17,6.22,4.07,8.726,156.196018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.37,4.66,4.7,2.8,6.544,61.3256,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.54,5.17,5.2,3.23,7.416,86.83532,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.03,6.49,6.43,4.0,8.503,166.9228,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.2,6.7,6.62,4.2,8.58,186.2868,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,4.27,4.23,2.67,6.654,48.225807,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.78,5.9,5.94,3.65,8.011,127.91790000000002,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.71,5.77,5.74,3.51,7.896,116.25049799999998,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,4.44,4.47,2.59,5.866,51.403212,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.01,6.47,6.44,3.95,8.62,164.58386000000002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.94,6.44,6.37,3.84,8.429,157.52755200000001,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,4.77,4.79,2.98,7.054,68.08793399999999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.43,4.87,4.85,3.02,7.142,71.33089,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.32,4.39,4.42,2.74,6.605,53.166411999999994,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.71,7.62,7.69,4.8,9.471,281.26944000000003,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.02,8.02,7.96,5.02,9.781,320.472784,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.41,4.82,4.77,2.93,7.231,67.364802,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.27,6.99,6.94,4.24,8.646,205.68494400000003,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.01,6.38,6.42,3.99,8.664,163.428804,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.54,7.4,7.45,4.6,9.592,253.59799999999998,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.38,4.68,4.71,2.91,6.395,64.144548,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,5.56,5.52,3.6,7.863,110.48831999999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,5.7,5.73,3.58,7.814,116.92638000000001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.42,4.79,4.82,2.98,7.062,68.80164400000001,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.33,4.5,4.47,2.7,6.387,54.3105,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.09,6.63,6.53,4.1,8.698,177.50499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.91,6.05,6.09,3.87,8.23,142.588215,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,5.59,5.56,3.65,7.741,113.44345999999999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.14,6.68,6.65,4.17,8.715,185.23973999999998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.71,5.61,5.54,3.53,7.695,109.710282,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.8,5.92,5.98,3.68,7.795,130.27788800000002,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.53,5.43,5.41,3.05,7.159,89.597715,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,5.61,5.66,3.55,7.459,112.72173,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2.0,8.12,8.09,4.93,9.485,323.855644,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.31,4.38,4.34,2.71,6.443,51.514932,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.61,5.51,5.47,3.4,7.532,102.47497999999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.52,7.25,7.21,4.6,8.857,240.4535,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.08,6.6,6.65,3.99,8.391,175.1211,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.41,4.75,4.77,2.95,6.76,66.839625,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.51,5.16,5.13,3.16,7.485,83.647728,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,6.35,6.42,4.05,8.375,165.10634999999996,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.53,7.41,7.39,4.53,9.238,248.06234700000002,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3,4.29,4.33,2.7,6.489,50.15439000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,4.33,4.37,2.7,6.599,51.089670000000005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.47,4.98,5.02,3.12,6.662,77.99875200000001,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.56,5.3,5.28,3.25,7.273,90.94800000000001,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.36,4.57,4.52,2.83,6.837,58.457612,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.39,4.7,4.67,2.92,6.954,64.09108,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.31,4.39,4.42,2.63,6.192,51.03199399999999,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.38,4.68,4.64,2.9,7.136,62.97407999999999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.37,6.95,7.03,4.43,8.822,216.44315500000002,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.31,4.28,4.32,2.66,5.894,49.182336000000014,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1.05,6.39,6.32,4.12,7.907,166.385376,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.31,4.34,4.3,2.65,6.687,49.454299999999996,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.12,6.77,6.7,4.08,8.708,185.06472000000002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.56,5.28,5.31,3.29,7.506,92.241072,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.9,6.16,6.18,3.82,7.696,145.42281599999998,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.8,5.85,5.87,3.71,8.83,127.399545,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.31,4.34,4.38,2.64,6.438,50.184288,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.74,5.71,5.76,3.6,7.724,118.40256000000001,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.5,5.12,5.14,3.15,7.378,82.89792,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.1,6.6,6.55,4.14,8.5,178.9722,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,5.7,5.74,3.53,7.901,115.49454,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.33,4.49,4.46,2.72,7.096,54.469088000000006,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.01,6.5,6.55,3.89,8.207,165.61675,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.22,3.9,3.85,2.39,6.153,35.885850000000005,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2.02,8.37,8.35,4.81,9.467,336.1684949999999,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.61,5.4,5.45,3.38,7.537,99.47340000000001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.28,4.26,4.28,2.57,6.443,46.858296,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.74,5.78,5.8,3.58,7.779,120.01592000000001,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,5.15,5.18,3.21,7.414,85.63316999999999,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.71,5.75,5.79,3.54,7.977,117.85544999999999,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.63,8.81,8.76,5.47,9.271,422.150532,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.99,6.3,6.38,3.98,8.653,159.97212,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.81,6.03,5.98,3.7,8.034,133.41978000000003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.42,4.85,4.82,3.0,6.683,70.131,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.11,8.17,8.27,5.13,9.598,346.613067,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
0.31,4.38,4.42,2.7,6.229,52.270920000000004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3,4.32,4.34,2.64,6.342,49.496832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,4.26,4.24,2.67,6.463,48.226608,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.32,4.42,4.36,2.77,6.356,53.381224,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,6.19,6.1,4.0,8.227,151.036,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.23,6.91,6.84,4.21,8.706,198.983124,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.72,5.65,5.68,3.6,7.571,115.5312,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.0,6.35,6.29,4.07,8.068,162.561905,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.95,6.34,6.3,3.89,8.423,155.37438,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.31,4.29,4.27,2.75,6.19,50.37532499999999,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.4,4.68,4.74,2.93,6.667,64.996776,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0.34,4.45,4.5,2.8,6.286,56.07,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.59,5.53,5.47,3.23,7.346,97.70459299999999,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,5.67,5.72,3.53,8.2,114.486372,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.5,5.1,5.12,3.19,7.223,83.29727999999999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2.06,8.29,8.25,4.99,9.819,341.278575,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,4.8,4.77,2.95,7.266,67.5432,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.32,4.4,4.44,2.75,6.849,53.72400000000001,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,4.32,4.27,2.7,6.596,49.80528,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.73,5.69,5.64,3.66,7.748,117.455256,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.5,5.12,5.14,3.16,7.52,83.161088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,4.32,4.3,2.66,6.654,49.41216000000001,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.01,6.25,6.23,3.98,8.872,154.97125,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.04,6.46,6.5,4.01,8.729,168.3799,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.79,5.95,5.97,3.62,8.036,128.58783,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,6.36,6.32,3.89,8.505,156.35932800000003,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,6.46,6.34,4.02,8.033,164.644728,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.06,6.51,6.49,4.04,8.404,170.689596,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.71,5.82,5.75,3.53,7.96,118.13145,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0,6.33,6.38,3.93,8.458,158.714622,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.02,6.44,6.46,3.99,8.323,165.99357600000002,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.57,5.29,5.32,3.31,7.523,93.152668,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9,6.21,6.3,3.66,8.405,143.19018,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4.44,4.41,2.71,6.719,53.062884000000004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.33,4.43,4.38,2.77,6.918,53.747417999999996,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.24,6.86,6.9,4.27,8.801,202.11617999999999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,6.4,6.34,3.95,8.385,160.2752,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
0.33,4.43,4.46,2.71,6.583,53.543638,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.51,7.3,7.39,4.52,9.471,243.84043999999994,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.67,5.58,5.53,3.47,7.701,107.07517800000001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.33,4.46,4.5,2.75,6.687,55.1925,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.35,4.5,4.55,2.82,6.196,57.73949999999999,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,5.13,5.14,3.13,7.484,82.53246599999999,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.58,5.39,5.41,3.29,7.358,95.936071,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.52,5.1,5.15,3.17,7.169,83.26005,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1.1,6.6,6.58,4.14,8.762,179.79191999999998,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,7.3,7.36,4.46,9.131,239.62688,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.52,7.35,7.33,4.59,8.901,247.28854499999997,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3,4.32,4.35,2.66,6.5,49.98672,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.5,7.43,7.46,4.36,9.271,241.665208,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.82,6.04,6.01,3.74,7.889,135.763496,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.02,6.28,6.23,4.02,7.92,157.28008799999998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.31,4.29,4.32,2.68,6.425,49.66790400000001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.56,5.27,5.3,3.28,7.506,91.61367999999999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1.06,6.5,6.57,4.03,8.777,172.10115,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1.32,6.9,6.83,4.45,8.71,209.71515000000002,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.6,5.43,5.46,3.35,7.937,99.32012999999999,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1.07,6.35,6.4,4.12,8.376,167.4368,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1.0,6.37,6.29,4.01,8.631,160.669873,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,4.42,4.45,2.74,6.33,53.893060000000006,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.38,4.6,4.65,2.89,6.801,61.8171,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,4.33,4.29,2.66,6.292,49.411362000000004,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.57,5.29,5.27,3.28,7.499,91.44082399999999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0.32,4.48,4.52,2.69,6.33,54.471424,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.07,6.63,6.55,4.05,8.541,175.87732499999998,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.41,4.76,4.8,2.95,6.984,67.4016,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,6.36,6.34,4.02,8.642,162.096048,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,6.46,6.4,4.0,9.028,165.376,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.25,6.87,6.83,4.34,8.574,203.64191399999999,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.5,7.38,7.35,4.43,9.102,240.29648999999995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,6.41,6.47,4.01,8.399,166.30552699999998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.28,4.16,4.21,2.56,6.39,44.834816000000004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.01,6.3,6.33,4.01,8.431,159.91478999999998,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.51,5.12,5.09,3.21,7.588,83.655168,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.52,5.11,5.16,3.16,7.065,83.32161600000002,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,4.73,4.75,2.93,6.586,65.82977500000001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.58,7.44,7.5,4.65,9.387,259.47,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.03,6.38,6.4,4.06,8.68,165.77792,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.34,4.52,4.55,2.69,6.691,55.32254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,5.72,5.85,3.46,7.724,115.77851999999999,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.51,5.18,5.24,3.14,7.398,85.229648,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.94,6.22,6.27,3.9,8.778,152.09765999999996,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.05,6.54,6.61,3.93,8.945,169.89154200000002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2.17,8.24,8.27,5.13,9.665,349.582824,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1.53,7.34,7.38,4.59,9.099,248.63662799999997,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.23,4.01,4.02,2.43,6.157,39.17208599999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.51,7.24,7.27,4.64,8.844,244.22547199999997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.93,6.36,6.39,3.75,8.39,152.4015,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2.03,8.22,8.2,5.05,9.551,340.3902,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.32,4.39,4.41,2.72,6.601,52.658928,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.52,7.42,7.43,4.59,9.34,253.04945399999997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.43,4.87,4.84,3.01,7.173,70.94810799999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.92,6.21,6.25,3.89,8.335,150.980625,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,4.69,4.72,2.96,6.55,65.524928,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2.1,8.21,8.27,5.05,9.563,342.87833500000005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9,6.01,6.04,3.87,8.104,140.48254799999998,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.34,4.49,4.52,2.8,6.691,56.82543999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.32,4.38,4.4,2.64,6.428,50.878080000000004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34,4.48,4.52,2.78,6.715,56.293887999999995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.42,4.81,4.85,2.97,6.697,69.28564499999999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.74,5.79,5.85,3.54,7.602,119.90511,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1.06,6.6,6.56,4.14,8.966,179.24543999999995,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.39,4.66,4.7,2.93,6.751,64.17286,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.36,4.53,4.58,2.82,6.447,58.507668,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.5,7.1,7.01,4.59,9.247,228.44888999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,4.41,4.45,2.74,6.109,53.77113000000001,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.0,6.4,6.34,3.99,8.251,161.89824000000002,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3,4.28,4.3,2.66,6.301,48.954640000000005,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.33,4.47,4.5,2.75,7.123,55.31625,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,4.4,4.38,2.71,6.292,52.227120000000006,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.57,7.4,7.36,4.62,9.195,251.62368000000004,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7,5.7,5.6,3.58,7.748,114.2736,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.77,5.9,5.85,3.66,7.733,126.32490000000001,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,4.36,4.32,2.63,6.815,49.53657600000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.59,7.41,7.46,4.59,9.115,253.728774,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1.5,7.38,7.43,4.47,9.415,245.10529799999998,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3.01,8.99,8.94,5.9,9.811,474.18654,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.01,6.52,6.49,3.96,8.997,167.566608,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,5.59,5.63,3.56,7.424,112.03925199999999,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.33,4.43,4.46,2.75,6.583,54.33395,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.33,4.44,4.47,2.75,6.821,54.578700000000005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.31,4.35,4.39,2.67,6.461,50.98765499999999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.91,6.27,6.3,3.81,8.292,150.49881,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.21,6.8,6.75,4.26,8.749,195.534,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.13,6.63,6.58,4.15,8.625,181.04541,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.06,6.68,6.75,4.0,9.014,180.35999999999999,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0.61,5.43,5.53,3.37,7.507,101.194023,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,4.64,4.61,2.93,6.697,62.673872,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
